id,age,prior_experience,education_level,region,treatment,salary,pre_salary
4005,45,4.7,Master's,East,1,56104.06,63768.99
4006,31,5.4,Master's,North,1,65164.61,59760.21
4007,41,3.7,High School,East,1,36785.1,44083.73
4008,27,1.8,Bachelor's,East,0,43070.03,42852.63
4009,33,5.0,High School,South,0,49806.21,40809.87
4010,33,3.0,Bachelor's,East,0,47532.04,53449.25
4011,39,4.4,Master's,South,1,75075.13,58680.26
4012,48,0.0,Bachelor's,North,0,42152.75,35157.02
4013,27,3.9,High School,North,1,60192.63,36136.78
4014,42,1.7,High School,West,1,50969.54,29940.0
4015,30,6.3,Master's,South,1,71905.14,62408.35
4016,23,4.2,Bachelor's,North,0,51072.16,58300.52
4017,29,3.5,Bachelor's,South,0,44095.76,46161.35
4018,26,4.0,High School,North,0,40764.58,47789.82
4019,30,1.0,High School,South,1,43318.51,32476.95
4020,21,6.2,Master's,South,1,73315.0,58875.4
4021,41,7.0,Bachelor's,East,1,75659.49,57107.16
4022,28,3.8,Bachelor's,North,1,57706.64,44276.05
4023,37,6.2,Bachelor's,West,1,61881.99,53176.13
4024,35,1.9,Bachelor's,East,1,49237.06,40157.01
4025,43,1.4,High School,West,1,47492.82,26584.78
4026,28,3.1,High School,South,0,32229.86,45351.18
4027,42,3.9,Bachelor's,East,0,48603.72,50544.07
4028,38,2.2,Bachelor's,South,0,51273.58,41854.89
4029,21,4.1,Bachelor's,North,1,61689.6,51187.03
4030,35,3.6,Master's,North,1,65465.31,52458.08
4031,18,1.0,High School,West,1,42830.61,22315.75
4032,44,4.0,High School,North,0,36964.94,53826.77
4033,24,4.7,Master's,West,1,64895.5,59858.4
4034,23,3.3,Bachelor's,South,1,57052.91,45543.95
4035,48,5.3,Bachelor's,East,0,55272.25,46164.34
4036,32,0.6,Bachelor's,North,1,54436.33,33823.4
4037,35,3.9,Bachelor's,South,0,50270.51,56317.97
4038,49,0.7,High School,East,1,48742.19,38107.75
4039,41,0.8,Bachelor's,South,0,48341.5,43412.86
4040,28,1.7,Master's,West,0,54190.75,45639.69
4041,37,1.1,Bachelor's,South,0,47472.55,47339.9
4042,41,1.9,Bachelor's,West,0,38758.46,45499.13
4043,32,2.6,High School,West,0,31969.1,40419.7
4044,33,4.7,High School,North,0,46612.79,45884.68
4045,24,2.4,High School,West,1,40367.0,31172.05
4046,38,0.0,High School,West,0,28548.14,25207.36
4047,27,5.3,Master's,South,0,64696.37,58859.13
4048,43,1.3,Bachelor's,West,0,49044.32,44474.56
4049,29,2.9,Bachelor's,West,0,45376.6,41178.27
4050,41,3.9,Bachelor's,South,0,46429.5,48998.61
4051,49,3.4,High School,East,0,41799.97,39493.56
4052,31,5.2,Master's,North,0,55197.36,63770.96
4053,42,4.0,High School,South,0,41007.63,44698.69
4054,22,1.3,High School,West,0,33792.14,29859.1
4055,43,7.4,Bachelor's,South,1,69931.45,65986.74
4056,38,3.4,Master's,East,1,65608.52,50547.04
4057,35,2.7,Master's,South,0,48943.38,57468.96
4058,22,4.9,High School,South,1,51148.59,42499.42
4059,20,3.5,Master's,South,0,51761.12,56155.7
4060,40,3.8,High School,South,0,33294.9,42303.95
4061,43,8.0,High School,West,0,55662.26,54790.83
4062,22,2.4,Master's,South,0,56822.56,54898.0
4063,41,2.4,Master's,East,1,66074.99,53765.84
4064,34,3.2,Bachelor's,South,0,46386.99,50734.6
4065,36,5.1,Bachelor's,South,0,49374.07,55158.48
4066,36,0.0,Master's,West,0,48721.57,39942.18
4067,42,0.0,Bachelor's,West,1,51194.62,39079.2
4068,38,1.8,Master's,South,0,51564.41,48144.52
4069,49,0.0,Bachelor's,West,0,46721.56,33562.95
4070,29,2.2,Master's,West,0,51318.88,50440.64
4071,42,4.0,Master's,South,0,55730.55,57732.94
4072,46,1.2,High School,West,0,31656.42,34598.7
4073,26,0.1,Master's,North,1,47634.65,49524.1
4074,18,3.1,Bachelor's,North,0,50722.72,52529.24
4075,35,4.7,High School,North,1,53647.83,45445.12
4076,38,0.0,Bachelor's,West,1,50549.66,40068.43
4077,21,4.6,High School,North,1,63130.78,44181.24
4078,48,4.6,Bachelor's,East,1,59950.08,54868.9
4079,27,4.9,Master's,North,1,58034.47,61647.95
4080,42,5.4,High School,East,1,58716.23,45982.05
4081,24,7.4,Bachelor's,West,1,71046.38,68807.93
4082,39,2.3,Master's,North,0,48201.18,49715.27
4083,40,3.2,Bachelor's,East,1,59643.76,53417.83
4084,18,2.2,High School,West,0,40431.85,31182.83
4085,34,3.0,Bachelor's,North,0,42278.81,50254.47
4086,41,6.1,Bachelor's,South,1,64690.58,62046.27
4087,46,0.3,Bachelor's,North,0,46313.68,31271.12
4088,46,1.3,Master's,North,0,45225.59,49455.8
4089,19,5.8,Bachelor's,North,0,55596.43,58261.66
4090,45,5.0,Master's,South,1,56998.16,61007.85
4091,43,2.3,Bachelor's,East,0,37411.98,46412.62
4092,28,4.7,High School,East,1,54914.0,44644.89
4093,26,3.7,Bachelor's,South,1,65187.23,44723.01
4094,24,6.0,Bachelor's,North,0,49191.5,65472.18
4095,39,3.1,Bachelor's,North,0,47819.88,45285.85
4096,34,5.1,High School,North,1,53275.2,47036.64
4097,34,8.3,High School,East,1,69617.51,52312.64
4098,19,4.2,High School,East,0,36499.58,33496.55
4099,23,3.1,High School,South,0,41446.36,35601.95
4100,31,4.4,Bachelor's,West,1,58066.23,45409.57
4101,23,2.3,High School,South,0,37923.5,41266.27
4102,19,7.8,Bachelor's,East,1,71672.46,58972.53
4103,18,3.4,High School,North,0,38821.53,38143.63
4104,27,2.5,High School,North,0,39751.46,33242.68
4105,38,1.3,Bachelor's,North,0,42204.13,42276.14
4106,22,5.2,High School,North,0,44919.29,42734.17
4107,19,4.7,Master's,West,1,67421.04,63069.42
4108,39,2.0,High School,South,1,46403.87,37208.16
4109,33,4.2,Bachelor's,South,0,51568.93,48312.7
4110,42,0.0,Master's,East,1,50054.29,48400.93
4111,19,3.4,Bachelor's,South,1,56362.47,48231.76
4112,27,3.9,High School,West,1,46440.61,41785.99
4113,19,6.4,Bachelor's,West,0,57044.75,51349.46
4114,33,1.5,Bachelor's,West,0,39413.43,42215.66
4115,33,0.4,Master's,North,0,50183.8,47486.18
4116,36,1.2,Master's,East,1,61991.07,53934.27
4117,46,0.3,High School,West,0,26366.85,27892.43
4118,24,5.7,Master's,South,1,72008.41,71212.43
4119,39,6.1,High School,South,0,51484.42,50527.47
4120,29,3.6,High School,South,0,40044.76,34722.35
4121,41,5.4,Master's,West,1,67686.68,57819.21
4122,32,3.3,High School,West,0,34341.73,45584.0
4123,25,2.8,High School,South,1,52700.67,43372.92
4124,23,2.3,High School,West,0,41515.34,36972.37
4125,45,2.4,Bachelor's,South,0,44097.92,45799.67
4126,44,0.0,Bachelor's,North,1,51830.69,33341.56
4127,27,3.5,Bachelor's,West,0,33759.48,53785.77
4128,20,2.9,High School,North,0,45395.77,34748.93
4129,49,4.5,Bachelor's,North,1,60687.44,54878.96
4130,36,3.2,Master's,West,1,65270.02,60008.17
4131,48,2.7,Master's,South,1,61421.19,53292.62
4132,34,1.3,High School,East,0,40751.38,37770.45
4133,49,3.1,Master's,North,1,59129.26,61690.56
4134,49,4.5,Bachelor's,West,0,58801.73,52571.88
4135,24,0.7,High School,North,0,34121.32,31398.79
4136,38,3.2,High School,South,0,42638.16,39332.59
4137,37,3.5,High School,West,0,38752.23,37528.05
4138,43,1.6,Bachelor's,East,0,36150.52,39737.66
4139,48,1.8,High School,West,1,50125.42,37169.63
4140,21,3.5,Bachelor's,North,0,49940.71,47844.2
4141,31,0.7,High School,West,1,49007.59,33410.28
4142,37,3.7,Master's,West,1,65130.66,50140.26
4143,39,1.2,High School,North,1,41531.72,33229.52
4144,32,5.1,Master's,East,1,77317.56,64420.47
4145,41,7.7,Master's,South,1,87586.44,63624.3
4146,25,1.3,High School,West,1,43882.2,33966.11
4147,38,4.1,Bachelor's,East,0,46441.46,42881.56
4148,32,1.5,High School,South,0,38692.2,29278.15
4149,39,5.1,Master's,North,0,58975.62,63530.64
4150,37,0.5,Bachelor's,East,0,42404.76,38262.86
4151,45,4.0,High School,East,0,40587.14,49288.29
4152,31,1.3,High School,West,0,41582.14,35629.77
4153,44,2.6,High School,North,1,44260.64,39922.38
4154,46,0.9,Master's,West,1,60216.5,43394.07
4155,26,4.6,Bachelor's,North,1,59490.59,50259.58
4156,25,1.3,Master's,South,0,47570.59,45969.46
4157,43,4.1,High School,West,1,50251.51,38038.23
4158,45,2.3,High School,North,0,40628.45,39555.57
4159,43,2.8,Master's,North,1,67904.98,56858.06
4160,34,3.3,High School,East,0,42675.23,41495.75
4161,48,1.5,Master's,West,0,48889.13,46187.73
4162,19,3.4,High School,West,0,40963.1,41522.92
4163,42,6.1,High School,South,1,62670.62,40649.29
4164,41,1.4,Bachelor's,North,1,56977.99,47492.04
4165,47,5.3,Master's,East,1,57579.48,55707.4
4166,20,6.0,Master's,North,1,71627.47,58518.16
4167,25,1.4,High School,North,0,32981.78,34661.17
4168,29,0.1,High School,North,0,33615.94,31116.64
4169,18,3.6,Bachelor's,West,0,48477.91,48509.01
4170,27,1.9,Bachelor's,North,1,57311.47,39259.49
4171,37,6.7,Bachelor's,South,0,52818.32,62633.39
4172,20,3.1,High School,East,1,50509.12,32556.2
4173,23,1.4,Master's,East,1,63687.83,43266.92
4174,24,0.7,Bachelor's,North,0,32745.13,39672.07
4175,37,5.2,Master's,East,1,83107.65,55543.06
4176,40,1.9,Bachelor's,North,1,59527.33,48590.5
4177,42,3.1,Bachelor's,West,1,57269.74,42587.14
4178,44,4.9,Master's,East,1,65592.78,65928.11
4179,35,2.0,Bachelor's,West,0,43219.02,48140.49
4180,28,2.9,Master's,West,0,54143.44,58640.22
4181,36,3.0,Master's,South,1,66103.9,61548.42
4182,22,4.4,Bachelor's,South,0,58603.25,51524.91
4183,36,4.2,Bachelor's,East,0,48163.97,46548.1
4184,28,2.6,High School,North,0,40492.87,37387.97
4185,41,3.1,High School,North,1,42919.75,37033.34
4186,29,2.3,High School,North,1,44701.32,34063.23
4187,27,0.0,High School,North,1,42017.91,30603.41
4188,25,3.5,High School,South,0,44001.92,39253.18
4189,41,6.8,High School,North,1,56586.99,47391.16
4190,45,1.2,High School,North,0,31493.73,32618.39
4191,45,1.5,Bachelor's,West,0,49664.6,44695.91
4192,26,1.3,High School,North,0,39585.18,37725.67
4193,21,4.4,High School,North,0,44389.84,36788.3
4194,22,3.9,Bachelor's,South,1,48507.69,48487.2
4195,38,2.7,Bachelor's,East,0,58604.44,45534.63
4196,25,1.2,Bachelor's,West,0,41392.23,36869.92
4197,40,3.2,Bachelor's,West,0,45991.43,47121.18
4198,26,0.0,Master's,East,1,52388.2,45591.98
4199,32,3.3,Bachelor's,West,1,59742.39,49975.34
4200,32,4.7,Bachelor's,North,1,64162.06,52408.63
4201,33,0.5,Master's,North,1,61245.94,42976.2
4202,31,0.0,Master's,East,0,40369.69,53048.12
4203,25,6.2,Bachelor's,South,1,64914.15,59916.51
4204,35,1.8,Bachelor's,South,1,63482.17,45610.88
4205,27,5.3,High School,West,1,56938.64,49919.33
4206,45,2.7,Bachelor's,South,0,45213.39,47078.44
4207,37,2.7,Master's,South,0,48320.18,58245.2
4208,23,3.9,Bachelor's,South,1,62160.15,49927.49
4209,29,1.2,Master's,South,1,63851.1,48606.99
4210,19,3.3,Bachelor's,South,0,52167.92,50440.91
4211,24,2.2,Master's,South,1,60417.06,57905.43
4212,33,0.4,Bachelor's,South,0,40883.3,45248.19
4213,20,3.7,High School,West,0,49383.19,43471.39
4214,30,2.5,Bachelor's,North,1,60774.56,47566.45
4215,20,2.7,High School,South,0,34137.04,40884.17
4216,44,0.6,High School,North,0,19009.01,35742.48
4217,35,6.2,Master's,East,1,75032.26,68794.93
4218,28,4.8,High School,North,0,48253.13,43453.66
4219,25,4.9,Bachelor's,East,1,57338.81,57972.25
4220,23,2.4,High School,West,0,37123.38,38571.98
4221,18,0.0,High School,North,0,28681.5,32603.73
4222,45,6.9,Master's,East,0,66238.94,71227.8
4223,18,2.9,High School,North,0,35909.93,41688.25
4224,40,1.5,Bachelor's,West,0,48959.76,46163.98
4225,49,3.8,Bachelor's,North,1,60240.65,47842.33
4226,25,5.3,Bachelor's,East,1,59607.64,59893.25
4227,22,3.0,Master's,South,1,68449.01,56782.75
4228,49,5.6,Bachelor's,South,1,58350.51,55304.26
4229,45,5.2,Bachelor's,South,0,59920.47,58004.3
4230,33,0.8,Master's,West,0,52497.01,57751.32
4231,28,1.7,High School,South,0,41906.14,30424.3
4232,22,4.9,Bachelor's,West,0,51953.99,49485.07
4233,21,0.0,Master's,South,1,52519.43,55741.22
4234,47,2.7,Bachelor's,West,1,56523.37,47806.78
4235,23,0.1,Master's,West,1,54992.83,46063.48
4236,31,2.0,Bachelor's,North,1,50877.0,43538.46
4237,39,2.4,Master's,South,1,59438.96,57033.74
4238,36,2.3,Master's,North,0,50018.67,62344.99
4239,49,1.9,High School,East,1,39836.41,33039.25
4240,26,0.8,High School,South,0,35806.95,32012.49
4241,29,7.6,Bachelor's,South,1,70489.98,59397.09
4242,28,6.7,Bachelor's,South,1,66662.88,61031.46
4243,31,0.7,High School,South,0,26475.83,36989.57
4244,40,6.2,High School,North,0,42690.84,55083.73
4245,33,2.2,High School,North,0,46282.78,39666.87
4246,18,3.3,Master's,West,1,61638.84,64977.33
4247,48,2.9,Bachelor's,North,1,59673.0,44400.99
4248,30,1.7,Bachelor's,West,0,43854.68,39761.84
4249,40,5.0,High School,East,0,31027.17,50877.38
4250,38,3.3,High School,North,1,58717.57,40391.33
4251,38,2.0,High School,West,0,39561.11,30496.24
4252,47,0.4,High School,South,0,27334.11,29935.75
4253,30,1.2,Master's,East,0,48496.6,49622.63
4254,19,0.0,Master's,West,0,39254.08,42415.01
4255,21,3.0,High School,East,0,48204.44,34941.36
4256,45,0.6,High School,South,0,27281.72,30969.48
4257,23,2.5,High School,South,1,44791.22,33241.87
4258,43,5.7,Bachelor's,West,0,51572.81,57640.52
4259,48,5.4,High School,West,1,56597.69,38424.78
4260,44,2.9,High School,South,0,45657.92,39061.7
4261,40,2.8,High School,West,1,57424.36,40478.04
4262,49,6.8,Bachelor's,South,0,56284.27,58037.84
4263,44,4.0,Bachelor's,North,1,62015.83,54372.89
4264,22,2.3,Bachelor's,West,1,55442.69,39417.76
4265,42,0.1,High School,East,0,25535.84,27495.64
4266,20,3.8,Master's,South,1,78476.02,55079.86
4267,18,4.7,Master's,North,0,65789.74,61950.9
4268,21,1.7,High School,West,0,36155.67,35974.03
4269,42,3.6,High School,South,0,48656.6,49373.46
4270,37,2.3,Bachelor's,North,0,50879.09,41676.86
4271,19,2.6,High School,West,1,48305.11,32220.04
4272,43,0.0,Bachelor's,South,0,39629.82,45156.36
4273,47,2.6,Bachelor's,South,0,53229.94,40076.57
4274,47,4.9,Bachelor's,South,1,58085.45,55432.25
4275,22,1.7,High School,West,0,43580.04,31185.32
4276,20,3.1,Bachelor's,North,1,56189.6,39022.73
4277,46,1.5,Master's,South,0,57087.68,48000.86
4278,45,3.7,High School,North,0,41136.52,44698.0
4279,46,2.6,Bachelor's,North,0,47388.89,40912.92
4280,26,1.1,High School,East,1,43193.01,35604.38
4281,37,5.7,High School,North,1,54336.09,50151.45
4282,23,4.9,Bachelor's,North,0,51223.32,47613.24
4283,35,1.8,High School,North,0,42266.12,34488.95
4284,23,4.0,High School,North,0,30415.91,48308.3
4285,36,4.1,High School,North,1,46029.64,44902.37
4286,45,4.3,Bachelor's,West,0,47226.45,49854.03
4287,29,0.0,Bachelor's,East,1,42608.28,39661.18
4288,42,5.0,High School,South,1,62589.54,42258.95
4289,28,1.9,Bachelor's,East,1,59870.19,48154.78
4290,19,2.3,High School,East,0,39813.19,41353.04
4291,32,8.3,Bachelor's,South,0,59638.27,63383.62
4292,29,3.6,Bachelor's,North,1,65486.5,49722.82
4293,29,2.2,Bachelor's,South,0,36741.42,40604.81
4294,26,0.0,Master's,North,0,55709.91,39591.85
4295,38,5.8,Master's,South,0,58915.44,60893.58
4296,41,0.3,High School,West,0,29618.57,30550.39
4297,19,1.0,Master's,East,1,55832.65,52250.51
4298,39,2.3,High School,North,0,31646.35,40589.71
4299,20,5.8,Master's,East,1,82124.04,63139.33
4300,29,4.5,High School,North,0,47583.91,48262.16
4301,45,2.7,High School,South,0,44130.33,34326.06
4302,47,3.6,High School,South,0,34731.41,45109.35
4303,43,1.8,High School,South,0,36302.37,32238.29
4304,33,3.3,Bachelor's,West,1,60443.07,52858.78
4305,38,3.1,Master's,South,1,65793.8,54246.61
4306,45,4.9,Bachelor's,South,1,57010.75,44706.85
4307,41,4.9,Bachelor's,West,1,68180.57,55620.63
4308,43,4.0,Bachelor's,East,1,60571.61,53238.18
4309,47,2.3,High School,East,0,32051.09,35073.68
4310,18,4.5,High School,North,1,44174.68,42014.96
4311,38,2.8,High School,East,0,41481.52,37761.82
4312,20,0.8,High School,North,0,44760.79,24699.39
4313,37,2.2,High School,North,1,41504.0,27141.09
4314,19,3.2,High School,East,1,50359.4,44806.5
4315,26,4.8,High School,East,0,50013.78,41103.73
4316,36,2.6,High School,West,0,31550.57,45221.06
4317,32,0.6,Master's,North,0,44345.02,52281.61
4318,35,3.1,High School,East,0,35039.66,45568.78
4319,43,3.2,Bachelor's,East,1,62604.12,44998.8
4320,28,3.4,Bachelor's,West,1,64742.64,41766.4
4321,42,4.8,Bachelor's,East,1,63314.41,48052.47
4322,40,5.0,High School,South,0,40904.87,43214.18
4323,33,1.8,High School,South,1,43220.78,25907.08
4324,49,1.8,High School,North,1,42150.65,33498.3
4325,39,0.9,High School,West,1,37872.46,31893.29
4326,34,4.4,High School,East,0,42682.7,38022.32
4327,22,5.9,Bachelor's,North,0,58567.05,51538.06
4328,29,2.4,Bachelor's,East,0,47560.8,44317.61
4329,28,2.5,Bachelor's,South,0,45510.25,46925.15
4330,47,5.9,Bachelor's,East,1,66085.96,52136.71
4331,32,4.0,High School,East,0,41625.59,43169.01
4332,44,3.9,Master's,East,1,60131.36,57247.38
4333,20,0.6,High School,South,1,42655.18,31987.54
4334,18,4.4,Bachelor's,South,1,58154.24,48591.94
4335,37,1.1,Bachelor's,West,0,34688.47,35966.48
4336,46,0.7,Bachelor's,South,0,42049.41,46885.81
4337,33,2.3,High School,North,0,33860.72,39421.22
4338,19,1.8,Bachelor's,East,0,44624.01,47422.93
4339,19,2.6,High School,South,0,41908.59,37465.48
4340,20,0.1,High School,North,0,25602.92,29643.9
4341,25,4.9,High School,South,0,45213.5,46662.64
4342,41,5.3,High School,East,1,46714.0,38561.25
4343,45,0.0,Bachelor's,North,0,45662.67,33541.43
4344,32,5.0,Master's,South,1,63075.41,56808.9
4345,24,1.4,High School,South,0,31562.73,32381.73
4346,23,4.7,Master's,North,1,75833.75,55581.22
4347,26,2.9,Master's,West,0,52416.71,55031.23
4348,37,3.1,Master's,North,1,58185.66,54625.79
4349,45,2.6,Master's,North,1,66454.78,58371.46
4350,18,5.4,High School,North,1,59725.44,56095.04
4351,25,0.5,High School,North,1,38396.54,26448.6
4352,40,4.2,Bachelor's,South,0,48022.41,51189.22
4353,40,5.2,Bachelor's,North,0,51430.94,54182.1
4354,49,4.4,Master's,North,1,67262.92,58143.21
4355,48,7.6,Master's,East,1,68483.34,63460.7
4356,20,1.9,Bachelor's,South,1,52919.2,40031.21
4357,21,4.9,High School,East,1,63663.4,45661.62
4358,43,2.8,High School,South,0,33883.61,34618.6
4359,42,5.5,High School,West,1,53482.97,47137.09
4360,32,3.0,Bachelor's,West,0,41035.78,46016.2
4361,23,2.2,Bachelor's,South,0,47733.55,45166.63
4362,32,5.6,Master's,West,0,67852.42,57986.8
4363,48,2.0,Bachelor's,West,1,59952.22,44629.88
4364,38,0.2,Master's,South,1,49283.59,42076.19
4365,20,2.0,Bachelor's,North,1,56397.88,44642.78
4366,42,4.2,Master's,East,1,74882.95,62957.58
4367,38,5.8,High School,South,1,59900.55,48443.94
4368,38,3.2,Master's,South,0,57058.82,55887.48
4369,31,5.6,Bachelor's,South,1,62550.97,58068.83
4370,37,0.3,High School,East,0,31951.5,25285.77
4371,31,2.1,High School,South,0,42522.01,43175.69
4372,21,2.4,Master's,East,1,63909.59,47977.64
4373,29,2.8,High School,East,0,32071.27,41918.64
4374,34,3.2,Bachelor's,West,1,55224.36,50587.64
4375,24,4.4,High School,North,0,49191.86,39591.33
4376,26,2.1,Bachelor's,West,0,45954.88,48335.54
4377,20,3.3,Master's,South,0,55429.48,56891.25
4378,45,2.9,High School,South,0,35959.18,46259.91
4379,30,1.1,Bachelor's,East,1,57387.66,42073.52
4380,32,2.8,Master's,West,1,71630.06,52965.83
4381,35,2.7,Bachelor's,East,1,62453.99,44040.95
4382,36,2.7,Master's,West,1,70222.47,46126.58
4383,18,3.1,Bachelor's,West,0,45397.03,46027.09
4384,23,3.2,High School,West,1,46953.2,38496.41
4385,44,2.1,Bachelor's,West,1,53624.5,45348.23
4386,44,5.5,Bachelor's,West,1,64829.15,48807.59
4387,40,0.7,High School,North,1,49138.22,31143.95
4388,44,1.6,High School,South,0,40503.61,37105.01
4389,44,8.6,High School,West,0,58372.13,58502.04
4390,19,0.9,Bachelor's,West,0,33616.12,33260.74
4391,41,0.3,Master's,East,0,37437.36,48725.63
4392,31,4.5,High School,South,0,44609.17,42513.7
4393,23,0.0,Bachelor's,South,0,42401.32,37259.96
4394,31,2.5,Master's,South,0,52190.52,43041.94
4395,21,7.3,High School,West,1,71449.47,57874.28
4396,38,0.0,Bachelor's,East,0,32587.79,38707.2
4397,25,0.0,Master's,South,0,38958.24,38874.16
4398,47,0.0,Master's,East,0,41683.51,46500.81
4399,20,4.8,High School,North,1,50878.67,45777.91
4400,36,5.2,High School,North,1,58380.09,50490.18
4401,47,2.0,High School,East,1,43815.91,34761.24
4402,48,4.4,Bachelor's,West,0,43360.07,51247.98
4403,31,5.8,Bachelor's,South,0,59799.42,52828.77
4404,44,6.6,Bachelor's,North,0,48924.32,60191.79
4405,37,2.5,High School,North,0,32165.9,34366.04
4406,34,0.0,High School,East,0,21886.47,26428.04
4407,42,1.4,Bachelor's,West,0,43110.33,41928.81
4408,25,2.1,Bachelor's,East,0,45369.41,39396.54
4409,41,2.5,Bachelor's,East,1,65028.64,51908.52
4410,31,2.6,Bachelor's,East,0,50441.98,53509.07
4411,43,5.2,High School,East,0,52921.6,43785.64
4412,23,5.5,High School,East,1,58089.62,40953.62
4413,40,2.7,High School,West,0,33085.3,39446.37
4414,39,5.2,High School,East,0,46231.45,43671.59
4415,33,3.7,High School,West,0,44108.07,45798.72
4416,42,3.1,High School,South,1,52906.07,36151.41
4417,36,4.8,High School,South,1,52077.2,46578.05
4418,31,3.1,High School,South,0,41877.44,39755.97
4419,36,7.1,Bachelor's,South,1,64681.73,56594.95
4420,20,0.1,High School,North,0,25153.15,31260.2
4421,27,2.0,Bachelor's,West,0,38330.05,47514.13
4422,36,2.7,Bachelor's,South,1,56364.02,46447.39
4423,26,3.9,Bachelor's,North,0,43747.53,50089.14
4424,45,5.5,Master's,West,1,69484.04,58008.87
4425,37,3.0,High School,North,1,53368.19,43576.82
4426,30,0.2,Bachelor's,North,1,43320.97,42778.19
4427,24,4.7,Master's,East,0,56533.52,57457.76
4428,31,4.5,Master's,North,1,68887.91,58002.85
4429,48,0.0,High School,North,0,31234.43,35656.88
4430,26,3.0,High School,West,0,36480.72,34465.72
4431,44,0.0,High School,North,0,33934.3,32417.15
4432,45,1.7,Bachelor's,East,0,45964.35,40865.54
4433,40,1.2,Bachelor's,South,1,57282.43,48712.31
4434,42,4.6,High School,South,1,53447.58,44053.79
4435,45,3.2,Bachelor's,West,0,45136.89,52641.51
4436,36,0.4,Bachelor's,West,0,35873.29,36154.69
4437,32,4.8,Bachelor's,North,0,53815.53,47405.89
4438,37,0.1,Master's,West,1,53511.39,44362.96
4439,31,3.7,Bachelor's,North,1,56134.83,50150.73
4440,41,1.4,High School,West,0,31874.5,32157.07
4441,23,2.3,Bachelor's,South,0,41387.49,47933.23
4442,38,4.0,High School,South,1,53020.73,41160.19
4443,46,4.0,Bachelor's,South,0,43065.78,41674.25
4444,21,5.7,Master's,South,1,73536.9,64311.25
4445,25,2.8,Master's,North,1,66889.22,49869.85
4446,34,3.6,Bachelor's,North,1,55934.31,47353.61
4447,47,2.1,High School,North,0,45983.76,42512.52
4448,26,3.4,High School,South,1,50180.05,47291.25
4449,49,3.9,Bachelor's,East,0,41830.2,47398.03
4450,18,2.8,High School,South,1,47003.93,40711.15
4451,41,0.0,Bachelor's,South,0,38313.28,35790.9
4452,37,3.7,High School,East,0,43233.66,39952.51
4453,42,3.7,High School,East,1,49900.22,38676.9
4454,31,1.6,High School,West,1,39861.11,27902.63
4455,28,0.4,Master's,South,1,50818.77,46580.22
4456,38,6.0,Bachelor's,East,1,62587.28,57152.66
4457,20,4.0,High School,West,1,49159.8,39315.99
4458,26,2.5,High School,East,0,31950.64,41851.17
4459,44,0.7,Bachelor's,East,0,36513.74,38355.68
4460,31,1.4,High School,West,1,47366.4,31651.15
4461,47,5.6,Bachelor's,South,1,73057.61,56906.01
4462,26,3.3,Master's,West,1,68603.28,48729.27
4463,21,1.9,Bachelor's,South,0,50225.78,47326.72
4464,44,4.0,Bachelor's,East,1,64928.73,48391.32
4465,21,1.4,Bachelor's,West,1,56279.26,46157.14
4466,45,6.0,Master's,North,1,71316.08,68152.52
4467,25,5.7,Master's,East,1,72821.36,64660.61
4468,19,2.1,Bachelor's,West,1,52097.46,41052.11
4469,26,1.7,High School,East,0,34132.44,30096.67
4470,46,0.0,Bachelor's,West,0,38340.84,32263.71
4471,31,0.0,High School,South,0,33678.35,34411.64
4472,39,0.3,Bachelor's,North,0,41079.8,38360.8
4473,26,3.3,Bachelor's,East,0,47002.0,45503.11
4474,41,2.3,High School,North,1,47320.29,36371.67
4475,48,0.3,High School,South,0,33095.31,35222.48
4476,48,2.4,Bachelor's,West,0,48649.99,48314.96
4477,40,4.0,Master's,North,1,59437.05,58754.02
4478,33,4.1,Bachelor's,West,1,54780.09,52851.54
4479,46,0.0,Bachelor's,South,1,53536.55,38720.69
4480,47,2.7,High School,East,0,37926.07,39308.45
4481,34,0.2,Bachelor's,South,1,46579.57,39484.1
4482,33,4.8,Bachelor's,North,1,61092.87,52399.76
4483,47,4.6,Bachelor's,North,0,50386.35,54813.5
4484,29,1.2,High School,North,0,36401.53,35045.13
4485,20,1.5,Bachelor's,West,1,46863.65,38977.14
4486,28,2.1,High School,East,0,36356.29,38415.5
4487,49,0.0,High School,North,0,31230.59,30988.99
4488,31,3.7,Master's,North,0,57997.15,58545.65
4489,35,2.5,High School,North,1,48477.25,37083.17
4490,38,4.9,High School,South,0,47400.58,47946.96
4491,48,0.8,Bachelor's,North,1,47546.06,40154.37
4492,38,1.8,Master's,South,1,55576.25,53295.52
4493,22,0.0,Bachelor's,North,0,50285.02,36174.11
4494,33,1.0,Bachelor's,South,0,39467.93,39450.98
4495,37,0.6,Master's,West,0,45985.84,49208.21
4496,22,5.0,High School,West,0,48365.04,43672.91
4497,20,1.6,High School,South,1,52790.88,43623.13
4498,29,3.2,High School,East,0,37022.41,41865.78
4499,18,2.2,Master's,East,1,56721.34,51699.69
4500,38,0.5,High School,South,1,35172.44,34779.6
4501,46,2.7,High School,West,0,45955.73,36177.28
4502,26,4.2,Bachelor's,South,0,45404.09,54292.06
4503,46,0.6,Bachelor's,East,1,49615.66,43380.94
4504,26,4.6,Bachelor's,South,0,46968.25,56814.14
4505,21,1.3,Bachelor's,West,1,44659.89,40136.76
4506,20,2.0,High School,East,0,34640.22,31109.07
4507,34,4.1,Bachelor's,East,0,45495.17,47859.38
