id,age,prior_experience,education_level,region,treatment,salary
3838,23,1.7,High School,North,0,41318.56
3839,38,3.6,Bachelor's,South,1,64632.65
3840,39,2.5,Bachelor's,South,1,58419.51
3841,25,2.2,High School,West,1,48029.03
3842,24,6.6,High School,North,0,52455.23
3843,38,5.4,Bachelor's,West,1,64371.96
3844,27,3.3,Master's,West,1,64514.5
3845,23,0.0,Bachelor's,South,0,45212.89
3846,31,2.3,High School,South,0,44648.39
3847,21,8.4,Bachelor's,East,1,72509.87
3848,45,2.5,Bachelor's,South,0,46804.21
3849,42,5.2,Bachelor's,East,1,64027.58
3850,30,5.9,Bachelor's,West,0,47593.16
3851,37,3.4,Bachelor's,South,1,56631.61
3852,34,1.3,Master's,North,1,66947.59
3853,40,0.0,Bachelor's,North,0,34251.12
3854,24,4.4,Bachelor's,West,0,61677.7
3855,21,1.4,High School,West,0,39972.1
3856,46,3.4,Master's,South,1,67064.39
3857,31,0.5,Master's,East,1,59305.29
3858,20,2.5,High School,South,1,42822.54
3859,41,3.1,Bachelor's,East,0,45876.17
3860,22,3.5,High School,South,0,47818.56
3861,33,0.8,Bachelor's,North,0,37238.42
3862,43,5.4,Bachelor's,North,1,69487.12
3863,40,1.8,High School,East,1,38533.43
3864,37,0.0,Master's,South,0,39009.21
3865,21,2.8,High School,West,1,57852.78
3866,41,3.1,Bachelor's,East,1,57147.07
3867,47,3.3,Bachelor's,North,1,55271.04
3868,41,5.7,High School,East,0,53986.5
3869,19,2.5,High School,South,0,43810.41
3870,47,2.8,High School,West,0,42886.06
3871,35,0.8,Bachelor's,West,0,37531.4
3872,36,4.6,Bachelor's,East,1,60488.73
3873,48,3.4,High School,South,1,51664.0
3874,45,2.2,High School,South,0,39951.83
3875,45,0.0,High School,West,0,27457.58
3876,36,5.9,Bachelor's,North,1,66520.16
3877,34,0.5,Bachelor's,South,1,50970.88
3878,48,1.8,High School,West,1,51886.18
3879,31,3.7,Bachelor's,West,0,52922.4
3880,36,0.6,High School,South,1,34286.64
3881,39,0.0,Master's,South,1,53970.79
3882,41,0.0,Master's,East,1,50356.08
3883,30,4.4,Bachelor's,North,0,54166.42
3884,29,1.9,Master's,East,0,55344.65
3885,47,8.9,Master's,East,1,82071.4
3886,43,1.0,Master's,West,0,46693.23
3887,23,1.2,Bachelor's,West,0,41817.14
3888,38,1.9,High School,North,1,46652.24
3889,48,3.5,High School,East,1,47258.31
3890,21,2.1,High School,East,0,30085.22
3891,49,4.2,Bachelor's,West,0,40423.3
3892,36,1.0,High School,West,1,49464.38
3893,33,0.2,High School,South,0,33192.28
3894,30,0.0,Bachelor's,East,0,39812.56
3895,21,0.0,High School,North,0,36325.99
3896,47,2.0,Bachelor's,East,1,47614.25
3897,40,2.4,Master's,West,0,43515.96
3898,34,1.7,Bachelor's,South,0,45132.54
3899,40,5.5,Bachelor's,East,1,65926.79
3900,18,5.5,Bachelor's,North,0,45711.65
3901,35,2.3,Bachelor's,West,1,56788.79
3902,48,0.0,High School,South,0,27998.89
3903,37,1.9,Master's,East,1,56564.33
3904,34,1.8,High School,North,0,33733.95
3905,44,1.7,High School,West,0,22849.55
3906,45,1.6,Bachelor's,North,0,39856.82
3907,44,1.7,High School,East,1,41557.75
3908,32,2.2,High School,West,0,39466.26
3909,28,1.7,High School,East,1,44395.6
3910,42,3.4,High School,South,0,43444.28
3911,45,3.7,High School,East,1,38414.52
3912,39,1.2,High School,South,0,29340.64
3913,30,5.5,Bachelor's,East,1,67406.38
3914,18,1.0,Master's,North,1,56575.3
3915,34,0.0,High School,North,0,34227.3
3916,23,3.8,Master's,West,0,47261.65
3917,21,1.4,High School,North,0,37751.11
3918,37,3.6,High School,North,0,37732.05
3919,33,0.0,High School,South,1,36319.01
3920,32,5.8,Bachelor's,North,0,60309.97
3921,44,4.3,Bachelor's,South,0,56843.27
3922,32,0.0,Bachelor's,South,1,53173.5
3923,23,0.0,Bachelor's,South,0,48320.55
3924,32,6.3,Bachelor's,East,1,73367.61
3925,31,1.5,Bachelor's,South,0,38598.54
3926,45,1.3,Master's,East,0,49703.08
3927,28,0.0,High School,South,0,28199.01
3928,24,2.3,High School,East,0,47040.78
3929,26,2.5,Bachelor's,West,0,51158.03
3930,43,4.4,Bachelor's,West,0,50348.56
3931,33,0.2,High School,East,0,34995.08
3932,22,0.0,High School,West,1,33839.01
3933,42,3.9,Bachelor's,North,1,60957.08
3934,37,5.0,Bachelor's,South,1,58350.77
3935,46,0.0,High School,East,0,21557.04
3936,27,5.2,Master's,West,1,74411.77
3937,35,3.1,Bachelor's,West,1,61768.21
3938,20,5.2,Bachelor's,North,1,65836.9
3939,30,2.9,Bachelor's,South,0,45663.84
3940,28,0.0,Master's,North,1,48668.21
3941,34,2.7,High School,East,0,32281.46
3942,47,5.1,High School,West,0,40514.46
3943,47,1.2,Bachelor's,West,0,40469.16
3944,39,2.2,Bachelor's,West,1,60053.1
3945,30,2.6,High School,North,1,53245.22
3946,23,0.0,Master's,North,0,36757.16
3947,34,6.3,Bachelor's,South,1,63561.92
3948,44,1.2,High School,East,1,39990.94
3949,30,4.0,High School,South,1,39376.5
3950,36,2.8,High School,South,1,51310.4
3951,38,5.5,Bachelor's,West,1,63314.92
3952,36,3.8,Master's,North,0,55870.62
3953,27,2.5,Bachelor's,East,0,52319.81
3954,20,1.2,Master's,South,0,49080.45
3955,31,4.6,Master's,East,0,56633.45
3956,43,0.0,Bachelor's,West,0,40860.39
3957,36,4.3,Bachelor's,South,0,56169.7
3958,22,0.8,Bachelor's,North,0,41888.07
3959,46,5.5,Bachelor's,South,0,57959.65
3960,49,3.3,High School,West,0,39239.96
3961,22,4.3,Bachelor's,South,0,50455.45
3962,37,3.2,High School,West,0,40057.04
3963,34,0.0,Master's,South,1,51234.4
3964,38,1.3,Master's,East,1,55995.32
3965,27,4.3,High School,North,0,49923.73
3966,49,3.3,High School,West,0,50039.72
3967,22,5.4,Bachelor's,East,1,72046.93
3968,21,3.8,Bachelor's,West,1,52803.36
3969,23,1.1,High School,South,0,26100.5
3970,43,1.4,Bachelor's,West,0,36270.07
3971,21,3.2,High School,West,0,40289.44
3972,47,0.0,High School,North,1,25956.38
3973,24,6.3,High School,East,1,56096.64
3974,24,3.9,High School,South,0,48685.98
3975,35,5.5,Bachelor's,North,0,59274.4
3976,20,0.0,Master's,West,1,52454.53
3977,18,5.5,Bachelor's,North,1,62300.61
3978,41,7.5,Bachelor's,West,0,63225.2
3979,42,0.4,High School,South,0,35751.07
3980,21,4.5,Bachelor's,West,1,58962.72
3981,23,3.0,High School,North,0,37834.83
3982,26,0.0,Bachelor's,North,1,45169.95
3983,39,4.0,Master's,West,1,60300.56
3984,31,4.7,High School,East,0,42902.9
3985,45,1.8,Bachelor's,North,0,41913.6
3986,29,5.3,High School,East,1,49692.28
3987,45,0.0,High School,East,0,33230.4
3988,42,0.0,High School,East,0,32448.07
3989,48,3.3,High School,East,0,43298.18
3990,37,3.1,High School,North,1,45311.96
3991,41,1.6,High School,North,1,34782.68
3992,42,4.6,Bachelor's,East,1,64194.22
3993,21,4.1,High School,North,1,48864.8
3994,38,4.7,Bachelor's,East,1,57695.49
3995,47,2.8,Master's,East,0,46975.92
3996,41,4.2,Bachelor's,East,1,59238.87
3997,29,2.1,High School,West,0,44212.73
3998,27,7.1,High School,South,0,48795.66
3999,47,1.4,Master's,North,1,53675.71
4000,39,7.2,Bachelor's,North,1,72891.45
4001,45,3.1,Bachelor's,East,0,48073.39
4002,24,0.2,High School,West,0,20150.43
4003,20,5.7,Bachelor's,West,0,58520.21
4004,40,3.3,High School,North,0,50397.75
4005,45,4.7,Master's,East,1,56104.06
4006,31,5.4,Master's,North,1,65164.61
4007,41,3.7,High School,East,1,36785.1
4008,27,1.8,Bachelor's,East,0,43070.03
4009,33,5.0,High School,South,0,49806.21
4010,33,3.0,Bachelor's,East,0,47532.04
4011,39,4.4,Master's,South,1,75075.13
4012,48,0.0,Bachelor's,North,0,42152.75
4013,27,3.9,High School,North,1,60192.63
4014,42,1.7,High School,West,1,50969.54
4015,30,6.3,Master's,South,1,71905.14
4016,23,4.2,Bachelor's,North,0,51072.16
4017,29,3.5,Bachelor's,South,0,44095.76
4018,26,4.0,High School,North,0,40764.58
4019,30,1.0,High School,South,1,43318.51
4020,21,6.2,Master's,South,1,73315.0
4021,41,7.0,Bachelor's,East,1,75659.49
4022,28,3.8,Bachelor's,North,1,57706.64
4023,37,6.2,Bachelor's,West,1,61881.99
4024,35,1.9,Bachelor's,East,1,49237.06
4025,43,1.4,High School,West,1,47492.82
4026,28,3.1,High School,South,0,32229.86
4027,42,3.9,Bachelor's,East,0,48603.72
4028,38,2.2,Bachelor's,South,0,51273.58
4029,21,4.1,Bachelor's,North,1,61689.6
4030,35,3.6,Master's,North,1,65465.31
4031,18,1.0,High School,West,1,42830.61
4032,44,4.0,High School,North,0,36964.94
4033,24,4.7,Master's,West,1,64895.5
4034,23,3.3,Bachelor's,South,1,57052.91
4035,48,5.3,Bachelor's,East,0,55272.25
4036,32,0.6,Bachelor's,North,1,54436.33
4037,35,3.9,Bachelor's,South,0,50270.51
4038,49,0.7,High School,East,1,48742.19
4039,41,0.8,Bachelor's,South,0,48341.5
4040,28,1.7,Master's,West,0,54190.75
4041,37,1.1,Bachelor's,South,0,47472.55
4042,41,1.9,Bachelor's,West,0,38758.46
4043,32,2.6,High School,West,0,31969.1
4044,33,4.7,High School,North,0,46612.79
4045,24,2.4,High School,West,1,40367.0
4046,38,0.0,High School,West,0,28548.14
4047,27,5.3,Master's,South,0,64696.37
4048,43,1.3,Bachelor's,West,0,49044.32
4049,29,2.9,Bachelor's,West,0,45376.6
4050,41,3.9,Bachelor's,South,0,46429.5
4051,49,3.4,High School,East,0,41799.97
4052,31,5.2,Master's,North,0,55197.36
4053,42,4.0,High School,South,0,41007.63
4054,22,1.3,High School,West,0,33792.14
4055,43,7.4,Bachelor's,South,1,69931.45
4056,38,3.4,Master's,East,1,65608.52
4057,35,2.7,Master's,South,0,48943.38
4058,22,4.9,High School,South,1,51148.59
4059,20,3.5,Master's,South,0,51761.12
4060,40,3.8,High School,South,0,33294.9
4061,43,8.0,High School,West,0,55662.26
4062,22,2.4,Master's,South,0,56822.56
4063,41,2.4,Master's,East,1,66074.99
4064,34,3.2,Bachelor's,South,0,46386.99
4065,36,5.1,Bachelor's,South,0,49374.07
4066,36,0.0,Master's,West,0,48721.57
4067,42,0.0,Bachelor's,West,1,51194.62
4068,38,1.8,Master's,South,0,51564.41
4069,49,0.0,Bachelor's,West,0,46721.56
4070,29,2.2,Master's,West,0,51318.88
4071,42,4.0,Master's,South,0,55730.55
4072,46,1.2,High School,West,0,31656.42
4073,26,0.1,Master's,North,1,47634.65
4074,18,3.1,Bachelor's,North,0,50722.72
4075,35,4.7,High School,North,1,53647.83
4076,38,0.0,Bachelor's,West,1,50549.66
4077,21,4.6,High School,North,1,63130.78
4078,48,4.6,Bachelor's,East,1,59950.08
4079,27,4.9,Master's,North,1,58034.47
4080,42,5.4,High School,East,1,58716.23
4081,24,7.4,Bachelor's,West,1,71046.38
4082,39,2.3,Master's,North,0,48201.18
4083,40,3.2,Bachelor's,East,1,59643.76
4084,18,2.2,High School,West,0,40431.85
4085,34,3.0,Bachelor's,North,0,42278.81
4086,41,6.1,Bachelor's,South,1,64690.58
4087,46,0.3,Bachelor's,North,0,46313.68
4088,46,1.3,Master's,North,0,45225.59
4089,19,5.8,Bachelor's,North,0,55596.43
4090,45,5.0,Master's,South,1,56998.16
4091,43,2.3,Bachelor's,East,0,37411.98
4092,28,4.7,High School,East,1,54914.0
4093,26,3.7,Bachelor's,South,1,65187.23
4094,24,6.0,Bachelor's,North,0,49191.5
4095,39,3.1,Bachelor's,North,0,47819.88
4096,34,5.1,High School,North,1,53275.2
4097,34,8.3,High School,East,1,69617.51
4098,19,4.2,High School,East,0,36499.58
4099,23,3.1,High School,South,0,41446.36
4100,31,4.4,Bachelor's,West,1,58066.23
4101,23,2.3,High School,South,0,37923.5
4102,19,7.8,Bachelor's,East,1,71672.46
4103,18,3.4,High School,North,0,38821.53
4104,27,2.5,High School,North,0,39751.46
4105,38,1.3,Bachelor's,North,0,42204.13
4106,22,5.2,High School,North,0,44919.29
4107,19,4.7,Master's,West,1,67421.04
4108,39,2.0,High School,South,1,46403.87
4109,33,4.2,Bachelor's,South,0,51568.93
4110,42,0.0,Master's,East,1,50054.29
4111,19,3.4,Bachelor's,South,1,56362.47
4112,27,3.9,High School,West,1,46440.61
4113,19,6.4,Bachelor's,West,0,57044.75
4114,33,1.5,Bachelor's,West,0,39413.43
4115,33,0.4,Master's,North,0,50183.8
4116,36,1.2,Master's,East,1,61991.07
4117,46,0.3,High School,West,0,26366.85
4118,24,5.7,Master's,South,1,72008.41
4119,39,6.1,High School,South,0,51484.42
4120,29,3.6,High School,South,0,40044.76
4121,41,5.4,Master's,West,1,67686.68
4122,32,3.3,High School,West,0,34341.73
4123,25,2.8,High School,South,1,52700.67
4124,23,2.3,High School,West,0,41515.34
4125,45,2.4,Bachelor's,South,0,44097.92
4126,44,0.0,Bachelor's,North,1,51830.69
4127,27,3.5,Bachelor's,West,0,33759.48
4128,20,2.9,High School,North,0,45395.77
4129,49,4.5,Bachelor's,North,1,60687.44
4130,36,3.2,Master's,West,1,65270.02
4131,48,2.7,Master's,South,1,61421.19
4132,34,1.3,High School,East,0,40751.38
4133,49,3.1,Master's,North,1,59129.26
4134,49,4.5,Bachelor's,West,0,58801.73
4135,24,0.7,High School,North,0,34121.32
4136,38,3.2,High School,South,0,42638.16
4137,37,3.5,High School,West,0,38752.23
4138,43,1.6,Bachelor's,East,0,36150.52
4139,48,1.8,High School,West,1,50125.42
4140,21,3.5,Bachelor's,North,0,49940.71
4141,31,0.7,High School,West,1,49007.59
4142,37,3.7,Master's,West,1,65130.66
4143,39,1.2,High School,North,1,41531.72
4144,32,5.1,Master's,East,1,77317.56
4145,41,7.7,Master's,South,1,87586.44
4146,25,1.3,High School,West,1,43882.2
4147,38,4.1,Bachelor's,East,0,46441.46
4148,32,1.5,High School,South,0,38692.2
4149,39,5.1,Master's,North,0,58975.62
4150,37,0.5,Bachelor's,East,0,42404.76
4151,45,4.0,High School,East,0,40587.14
4152,31,1.3,High School,West,0,41582.14
4153,44,2.6,High School,North,1,44260.64
4154,46,0.9,Master's,West,1,60216.5
4155,26,4.6,Bachelor's,North,1,59490.59
4156,25,1.3,Master's,South,0,47570.59
4157,43,4.1,High School,West,1,50251.51
4158,45,2.3,High School,North,0,40628.45
4159,43,2.8,Master's,North,1,67904.98
4160,34,3.3,High School,East,0,42675.23
4161,48,1.5,Master's,West,0,48889.13
4162,19,3.4,High School,West,0,40963.1
4163,42,6.1,High School,South,1,62670.62
4164,41,1.4,Bachelor's,North,1,56977.99
4165,47,5.3,Master's,East,1,57579.48
4166,20,6.0,Master's,North,1,71627.47
4167,25,1.4,High School,North,0,32981.78
4168,29,0.1,High School,North,0,33615.94
4169,18,3.6,Bachelor's,West,0,48477.91
4170,27,1.9,Bachelor's,North,1,57311.47
4171,37,6.7,Bachelor's,South,0,52818.32
4172,20,3.1,High School,East,1,50509.12
4173,23,1.4,Master's,East,1,63687.83
4174,24,0.7,Bachelor's,North,0,32745.13
4175,37,5.2,Master's,East,1,83107.65
4176,40,1.9,Bachelor's,North,1,59527.33
4177,42,3.1,Bachelor's,West,1,57269.74
4178,44,4.9,Master's,East,1,65592.78
4179,35,2.0,Bachelor's,West,0,43219.02
4180,28,2.9,Master's,West,0,54143.44
4181,36,3.0,Master's,South,1,66103.9
4182,22,4.4,Bachelor's,South,0,58603.25
4183,36,4.2,Bachelor's,East,0,48163.97
4184,28,2.6,High School,North,0,40492.87
4185,41,3.1,High School,North,1,42919.75
4186,29,2.3,High School,North,1,44701.32
4187,27,0.0,High School,North,1,42017.91
4188,25,3.5,High School,South,0,44001.92
4189,41,6.8,High School,North,1,56586.99
4190,45,1.2,High School,North,0,31493.73
4191,45,1.5,Bachelor's,West,0,49664.6
4192,26,1.3,High School,North,0,39585.18
4193,21,4.4,High School,North,0,44389.84
4194,22,3.9,Bachelor's,South,1,48507.69
4195,38,2.7,Bachelor's,East,0,58604.44
4196,25,1.2,Bachelor's,West,0,41392.23
4197,40,3.2,Bachelor's,West,0,45991.43
4198,26,0.0,Master's,East,1,52388.2
4199,32,3.3,Bachelor's,West,1,59742.39
4200,32,4.7,Bachelor's,North,1,64162.06
4201,33,0.5,Master's,North,1,61245.94
4202,31,0.0,Master's,East,0,40369.69
4203,25,6.2,Bachelor's,South,1,64914.15
4204,35,1.8,Bachelor's,South,1,63482.17
4205,27,5.3,High School,West,1,56938.64
4206,45,2.7,Bachelor's,South,0,45213.39
4207,37,2.7,Master's,South,0,48320.18
4208,23,3.9,Bachelor's,South,1,62160.15
4209,29,1.2,Master's,South,1,63851.1
4210,19,3.3,Bachelor's,South,0,52167.92
4211,24,2.2,Master's,South,1,60417.06
4212,33,0.4,Bachelor's,South,0,40883.3
4213,20,3.7,High School,West,0,49383.19
4214,30,2.5,Bachelor's,North,1,60774.56
4215,20,2.7,High School,South,0,34137.04
4216,44,0.6,High School,North,0,19009.01
4217,35,6.2,Master's,East,1,75032.26
4218,28,4.8,High School,North,0,48253.13
4219,25,4.9,Bachelor's,East,1,57338.81
4220,23,2.4,High School,West,0,37123.38
4221,18,0.0,High School,North,0,28681.5
4222,45,6.9,Master's,East,0,66238.94
4223,18,2.9,High School,North,0,35909.93
4224,40,1.5,Bachelor's,West,0,48959.76
4225,49,3.8,Bachelor's,North,1,60240.65
4226,25,5.3,Bachelor's,East,1,59607.64
4227,22,3.0,Master's,South,1,68449.01
4228,49,5.6,Bachelor's,South,1,58350.51
4229,45,5.2,Bachelor's,South,0,59920.47
4230,33,0.8,Master's,West,0,52497.01
4231,28,1.7,High School,South,0,41906.14
4232,22,4.9,Bachelor's,West,0,51953.99
4233,21,0.0,Master's,South,1,52519.43
4234,47,2.7,Bachelor's,West,1,56523.37
4235,23,0.1,Master's,West,1,54992.83
4236,31,2.0,Bachelor's,North,1,50877.0
4237,39,2.4,Master's,South,1,59438.96
4238,36,2.3,Master's,North,0,50018.67
4239,49,1.9,High School,East,1,39836.41
4240,26,0.8,High School,South,0,35806.95
4241,29,7.6,Bachelor's,South,1,70489.98
4242,28,6.7,Bachelor's,South,1,66662.88
4243,31,0.7,High School,South,0,26475.83
4244,40,6.2,High School,North,0,42690.84
4245,33,2.2,High School,North,0,46282.78
4246,18,3.3,Master's,West,1,61638.84
4247,48,2.9,Bachelor's,North,1,59673.0
4248,30,1.7,Bachelor's,West,0,43854.68
4249,40,5.0,High School,East,0,31027.17
4250,38,3.3,High School,North,1,58717.57
4251,38,2.0,High School,West,0,39561.11
4252,47,0.4,High School,South,0,27334.11
4253,30,1.2,Master's,East,0,48496.6
4254,19,0.0,Master's,West,0,39254.08
4255,21,3.0,High School,East,0,48204.44
4256,45,0.6,High School,South,0,27281.72
4257,23,2.5,High School,South,1,44791.22
4258,43,5.7,Bachelor's,West,0,51572.81
4259,48,5.4,High School,West,1,56597.69
4260,44,2.9,High School,South,0,45657.92
4261,40,2.8,High School,West,1,57424.36
4262,49,6.8,Bachelor's,South,0,56284.27
4263,44,4.0,Bachelor's,North,1,62015.83
4264,22,2.3,Bachelor's,West,1,55442.69
4265,42,0.1,High School,East,0,25535.84
4266,20,3.8,Master's,South,1,78476.02
4267,18,4.7,Master's,North,0,65789.74
4268,21,1.7,High School,West,0,36155.67
4269,42,3.6,High School,South,0,48656.6
4270,37,2.3,Bachelor's,North,0,50879.09
4271,19,2.6,High School,West,1,48305.11
4272,43,0.0,Bachelor's,South,0,39629.82
4273,47,2.6,Bachelor's,South,0,53229.94
4274,47,4.9,Bachelor's,South,1,58085.45
4275,22,1.7,High School,West,0,43580.04
4276,20,3.1,Bachelor's,North,1,56189.6
4277,46,1.5,Master's,South,0,57087.68
4278,45,3.7,High School,North,0,41136.52
4279,46,2.6,Bachelor's,North,0,47388.89
4280,26,1.1,High School,East,1,43193.01
4281,37,5.7,High School,North,1,54336.09
4282,23,4.9,Bachelor's,North,0,51223.32
4283,35,1.8,High School,North,0,42266.12
4284,23,4.0,High School,North,0,30415.91
4285,36,4.1,High School,North,1,46029.64
4286,45,4.3,Bachelor's,West,0,47226.45
4287,29,0.0,Bachelor's,East,1,42608.28
4288,42,5.0,High School,South,1,62589.54
4289,28,1.9,Bachelor's,East,1,59870.19
4290,19,2.3,High School,East,0,39813.19
4291,32,8.3,Bachelor's,South,0,59638.27
4292,29,3.6,Bachelor's,North,1,65486.5
4293,29,2.2,Bachelor's,South,0,36741.42
4294,26,0.0,Master's,North,0,55709.91
4295,38,5.8,Master's,South,0,58915.44
4296,41,0.3,High School,West,0,29618.57
4297,19,1.0,Master's,East,1,55832.65
4298,39,2.3,High School,North,0,31646.35
4299,20,5.8,Master's,East,1,82124.04
4300,29,4.5,High School,North,0,47583.91
4301,45,2.7,High School,South,0,44130.33
4302,47,3.6,High School,South,0,34731.41
4303,43,1.8,High School,South,0,36302.37
4304,33,3.3,Bachelor's,West,1,60443.07
4305,38,3.1,Master's,South,1,65793.8
4306,45,4.9,Bachelor's,South,1,57010.75
4307,41,4.9,Bachelor's,West,1,68180.57
4308,43,4.0,Bachelor's,East,1,60571.61
4309,47,2.3,High School,East,0,32051.09
4310,18,4.5,High School,North,1,44174.68
4311,38,2.8,High School,East,0,41481.52
4312,20,0.8,High School,North,0,44760.79
4313,37,2.2,High School,North,1,41504.0
4314,19,3.2,High School,East,1,50359.4
4315,26,4.8,High School,East,0,50013.78
4316,36,2.6,High School,West,0,31550.57
4317,32,0.6,Master's,North,0,44345.02
4318,35,3.1,High School,East,0,35039.66
4319,43,3.2,Bachelor's,East,1,62604.12
4320,28,3.4,Bachelor's,West,1,64742.64
4321,42,4.8,Bachelor's,East,1,63314.41
4322,40,5.0,High School,South,0,40904.87
4323,33,1.8,High School,South,1,43220.78
4324,49,1.8,High School,North,1,42150.65
4325,39,0.9,High School,West,1,37872.46
4326,34,4.4,High School,East,0,42682.7
4327,22,5.9,Bachelor's,North,0,58567.05
4328,29,2.4,Bachelor's,East,0,47560.8
4329,28,2.5,Bachelor's,South,0,45510.25
4330,47,5.9,Bachelor's,East,1,66085.96
4331,32,4.0,High School,East,0,41625.59
4332,44,3.9,Master's,East,1,60131.36
4333,20,0.6,High School,South,1,42655.18
4334,18,4.4,Bachelor's,South,1,58154.24
4335,37,1.1,Bachelor's,West,0,34688.47
4336,46,0.7,Bachelor's,South,0,42049.41
4337,33,2.3,High School,North,0,33860.72
4338,19,1.8,Bachelor's,East,0,44624.01
4339,19,2.6,High School,South,0,41908.59
4340,20,0.1,High School,North,0,25602.92
4341,25,4.9,High School,South,0,45213.5
4342,41,5.3,High School,East,1,46714.0
4343,45,0.0,Bachelor's,North,0,45662.67
4344,32,5.0,Master's,South,1,63075.41
4345,24,1.4,High School,South,0,31562.73
4346,23,4.7,Master's,North,1,75833.75
4347,26,2.9,Master's,West,0,52416.71
4348,37,3.1,Master's,North,1,58185.66
4349,45,2.6,Master's,North,1,66454.78
4350,18,5.4,High School,North,1,59725.44
4351,25,0.5,High School,North,1,38396.54
4352,40,4.2,Bachelor's,South,0,48022.41
4353,40,5.2,Bachelor's,North,0,51430.94
4354,49,4.4,Master's,North,1,67262.92
4355,48,7.6,Master's,East,1,68483.34
4356,20,1.9,Bachelor's,South,1,52919.2
4357,21,4.9,High School,East,1,63663.4
4358,43,2.8,High School,South,0,33883.61
4359,42,5.5,High School,West,1,53482.97
4360,32,3.0,Bachelor's,West,0,41035.78
4361,23,2.2,Bachelor's,South,0,47733.55
4362,32,5.6,Master's,West,0,67852.42
4363,48,2.0,Bachelor's,West,1,59952.22
4364,38,0.2,Master's,South,1,49283.59
4365,20,2.0,Bachelor's,North,1,56397.88
4366,42,4.2,Master's,East,1,74882.95
4367,38,5.8,High School,South,1,59900.55
4368,38,3.2,Master's,South,0,57058.82
4369,31,5.6,Bachelor's,South,1,62550.97
4370,37,0.3,High School,East,0,31951.5
4371,31,2.1,High School,South,0,42522.01
4372,21,2.4,Master's,East,1,63909.59
4373,29,2.8,High School,East,0,32071.27
4374,34,3.2,Bachelor's,West,1,55224.36
4375,24,4.4,High School,North,0,49191.86
4376,26,2.1,Bachelor's,West,0,45954.88
4377,20,3.3,Master's,South,0,55429.48
4378,45,2.9,High School,South,0,35959.18
4379,30,1.1,Bachelor's,East,1,57387.66
4380,32,2.8,Master's,West,1,71630.06
4381,35,2.7,Bachelor's,East,1,62453.99
4382,36,2.7,Master's,West,1,70222.47
4383,18,3.1,Bachelor's,West,0,45397.03
4384,23,3.2,High School,West,1,46953.2
4385,44,2.1,Bachelor's,West,1,53624.5
4386,44,5.5,Bachelor's,West,1,64829.15
4387,40,0.7,High School,North,1,49138.22
4388,44,1.6,High School,South,0,40503.61
4389,44,8.6,High School,West,0,58372.13
4390,19,0.9,Bachelor's,West,0,33616.12
4391,41,0.3,Master's,East,0,37437.36
4392,31,4.5,High School,South,0,44609.17
4393,23,0.0,Bachelor's,South,0,42401.32
4394,31,2.5,Master's,South,0,52190.52
4395,21,7.3,High School,West,1,71449.47
4396,38,0.0,Bachelor's,East,0,32587.79
4397,25,0.0,Master's,South,0,38958.24
4398,47,0.0,Master's,East,0,41683.51
4399,20,4.8,High School,North,1,50878.67
4400,36,5.2,High School,North,1,58380.09
4401,47,2.0,High School,East,1,43815.91
4402,48,4.4,Bachelor's,West,0,43360.07
4403,31,5.8,Bachelor's,South,0,59799.42
4404,44,6.6,Bachelor's,North,0,48924.32
4405,37,2.5,High School,North,0,32165.9
4406,34,0.0,High School,East,0,21886.47
4407,42,1.4,Bachelor's,West,0,43110.33
4408,25,2.1,Bachelor's,East,0,45369.41
4409,41,2.5,Bachelor's,East,1,65028.64
4410,31,2.6,Bachelor's,East,0,50441.98
4411,43,5.2,High School,East,0,52921.6
4412,23,5.5,High School,East,1,58089.62
4413,40,2.7,High School,West,0,33085.3
4414,39,5.2,High School,East,0,46231.45
4415,33,3.7,High School,West,0,44108.07
4416,42,3.1,High School,South,1,52906.07
4417,36,4.8,High School,South,1,52077.2
4418,31,3.1,High School,South,0,41877.44
4419,36,7.1,Bachelor's,South,1,64681.73
4420,20,0.1,High School,North,0,25153.15
4421,27,2.0,Bachelor's,West,0,38330.05
4422,36,2.7,Bachelor's,South,1,56364.02
4423,26,3.9,Bachelor's,North,0,43747.53
4424,45,5.5,Master's,West,1,69484.04
4425,37,3.0,High School,North,1,53368.19
4426,30,0.2,Bachelor's,North,1,43320.97
4427,24,4.7,Master's,East,0,56533.52
4428,31,4.5,Master's,North,1,68887.91
4429,48,0.0,High School,North,0,31234.43
4430,26,3.0,High School,West,0,36480.72
4431,44,0.0,High School,North,0,33934.3
4432,45,1.7,Bachelor's,East,0,45964.35
4433,40,1.2,Bachelor's,South,1,57282.43
4434,42,4.6,High School,South,1,53447.58
4435,45,3.2,Bachelor's,West,0,45136.89
4436,36,0.4,Bachelor's,West,0,35873.29
4437,32,4.8,Bachelor's,North,0,53815.53
4438,37,0.1,Master's,West,1,53511.39
4439,31,3.7,Bachelor's,North,1,56134.83
4440,41,1.4,High School,West,0,31874.5
4441,23,2.3,Bachelor's,South,0,41387.49
4442,38,4.0,High School,South,1,53020.73
4443,46,4.0,Bachelor's,South,0,43065.78
4444,21,5.7,Master's,South,1,73536.9
4445,25,2.8,Master's,North,1,66889.22
4446,34,3.6,Bachelor's,North,1,55934.31
4447,47,2.1,High School,North,0,45983.76
4448,26,3.4,High School,South,1,50180.05
4449,49,3.9,Bachelor's,East,0,41830.2
4450,18,2.8,High School,South,1,47003.93
4451,41,0.0,Bachelor's,South,0,38313.28
